name,nachname,email,alter,contract_type,abschlag,durchschnittVerbrauch,basisBetrag,,kWhPreis
Müller,Klein,christine.krüger@test.com,64,STROM,55.48,3127.36,36.03,0.27
Müller,Klein,christine.krüger@test.com,64,STROM,35.71,1372.48,49.53,0.22
Thomas,Lisa,hoffmann.lea@example.com,50,STROM,45.11,1774.39,32.53,0.46
Müller,Lenz,andreas.lena@test.com,71,GAS,83.51,3054.3,18.66,0.27
Müller,Lenz,andreas.lena@test.com,71,GAS,189.17,2853.15,8.59,0.48
Müller,Lenz,andreas.lena@test.com,71,GAS,65.02,1414.81,26.45,0.46
Katharina,Klein,sarah.laura@example.com,90,STROM,137.09,4277.0,42.26,0.26
Katharina,Klein,sarah.laura@example.com,90,GAS,115.32,4560.39,49.57,0.48
Peter,Krüger,michael.schröder@test.com,32,STROM,198.83,4043.53,48.15,0.38
Peter,Krüger,michael.schröder@test.com,32,STROM,127.93,4287.97,6.16,0.41
Wolfgang,Emma,katharina.lenz@domain.com,51,STROM,162.71,4089.97,16.86,0.5
Wolfgang,Emma,katharina.lenz@domain.com,51,GAS,163.81,1409.28,49.83,0.29
Christine,Maier,,88,STROM,98.46,1828.87,20.37,0.42
Müller,Zimmermann,katharina.zimmermann@test.com,43,STROM,30.87,1524.41,34.69,0.33
Müller,Zimmermann,katharina.zimmermann@test.com,43,STROM,92.57,1178.91,12.01,0.48
Müller,Zimmermann,katharina.zimmermann@test.com,43,STROM,145.13,4702.61,46.08,0.26
Becker,Julia,thomas.neumann@test.com,54,STROM,97.49,4010.88,38.2,0.3
Becker,Julia,thomas.neumann@test.com,54,STROM,54.01,4813.32,49.46,0.45
Klaus,Krüger,,67,GAS,101.32,1115.52,16.33,0.41
Klaus,Krüger,,67,GAS,168.91,1175.81,29.21,0.48
Klaus,Krüger,,67,GAS,198.8,4804.13,20.76,0.41
Weber,Klein,peter.marie@example.com,20,GAS,126.89,2787.61,34.4,0.3
Weber,Klein,peter.marie@example.com,20,STROM,193.73,2639.89,24.97,0.25
Müller,Krüger,christine.klein@test.com,62,GAS,109.61,1003.02,23.07,0.39
Müller,Krüger,christine.klein@test.com,62,STROM,21.97,2680.29,29.29,0.22
Becker,Böhm,schulz.maier@example.com,82,GAS,99.8,3625.19,27.44,0.28
Becker,Böhm,schulz.maier@example.com,82,STROM,81.81,1509.95,16.67,0.3
Becker,Böhm,schulz.maier@example.com,82,GAS,190.64,2069.54,27.23,0.32
Wagner,Lea,becker.mia@example.com,37,STROM,98.25,3990.5,11.51,0.45
Wagner,Lea,becker.mia@example.com,37,GAS,43.78,1136.82,44.53,0.35
Wagner,Marie,hoffmann.krüger@domain.com,82,GAS,122.09,2686.78,16.84,0.4
Meyer,Laura,schulz.hartmann@test.com,55,GAS,95.01,2321.44,22.01,0.39
Meyer,Laura,schulz.hartmann@test.com,55,GAS,30.12,3218.11,40.85,0.21
Meyer,Laura,schulz.hartmann@test.com,55,GAS,173.24,2784.33,15.69,0.43
Sarah,Lenz,schmidt.maier@test.com,19,GAS,42.61,3293.77,27.75,0.36
Klaus,Lisa,fischer.marie@example.com,87,GAS,173.61,3637.84,29.7,0.49
Peter,Böhm,becker.julia@test.com,38,STROM,28.43,3057.72,47.17,0.21
Peter,Böhm,becker.julia@test.com,38,GAS,101.9,4107.19,38.11,0.37
Peter,Böhm,becker.julia@test.com,38,GAS,186.43,2816.23,40.23,0.22
Schulz,Lenz,,52,GAS,133.24,2380.97,36.03,0.43
Schulz,Lenz,,52,STROM,26.23,2818.42,7.13,0.26
Wolfgang,Laura,klaus.hartmann@domain.com,67,GAS,22.72,1145.23,25.68,0.33
Wolfgang,Laura,klaus.hartmann@domain.com,67,STROM,199.26,4427.16,40.35,0.49
Wolfgang,Laura,klaus.hartmann@domain.com,67,STROM,44.38,3280.62,7.79,0.48
Peter,Julia,sarah.krüger@domain.com,47,GAS,69.72,2746.87,38.77,0.48
Daniel,Lena,,22,GAS,174.51,4708.07,18.9,0.32
Fischer,Krüger,schulz.walter@test.com,76,GAS,134.23,2450.09,23.17,0.36
Fischer,Krüger,schulz.walter@test.com,76,GAS,59.1,1490.57,48.77,0.21
Wolfgang,Emma,christine.klein@domain.com,74,GAS,64.62,1720.56,20.12,0.44
Wagner,Hartmann,becker.emma@domain.com,71,STROM,81.6,2647.35,32.15,0.41
Peter,Mia,christine.emma@example.com,89,GAS,27.03,2451.1,45.07,0.22
Peter,Klein,peter.krüger@domain.com,85,GAS,115.4,3799.5,41.0,0.25
Peter,Klein,peter.krüger@domain.com,85,GAS,67.92,1787.05,42.58,0.45
Meyer,Zimmermann,schneider.anna@domain.com,66,STROM,41.27,1546.92,31.49,0.35
Fischer,Lisa,schneider.marie@domain.com,18,STROM,128.78,4285.0,18.79,0.22
Fischer,Lisa,schneider.marie@domain.com,18,GAS,107.88,1859.56,12.12,0.45
Schulz,Neumann,müller.zimmermann@domain.com,57,STROM,189.3,3353.84,23.27,0.21
Schulz,Neumann,müller.zimmermann@domain.com,57,GAS,138.64,2894.67,44.69,0.48
Schulz,Neumann,müller.zimmermann@domain.com,57,GAS,90.96,3074.09,26.94,0.2
Sarah,Marie,schmidt.lisa@example.com,53,GAS,137.72,2965.37,35.02,0.5
Weber,Julia,schulz.neumann@example.com,29,STROM,178.65,3311.46,11.02,0.31
Weber,Julia,schulz.neumann@example.com,29,STROM,171.92,1090.48,30.21,0.46
Wagner,Lea,müller.krüger@example.com,28,STROM,30.09,4624.14,27.87,0.46
Wagner,Lea,müller.krüger@example.com,28,GAS,186.95,4088.47,29.88,0.39
Wagner,Lea,müller.krüger@example.com,28,GAS,35.13,2893.63,34.92,0.25
Fischer,Laura,christine.zimmermann@example.com,86,GAS,27.34,2456.81,22.4,0.35
Katharina,Hartmann,christine.laura@example.com,18,STROM,30.98,1123.22,39.1,0.44
Katharina,Hartmann,christine.laura@example.com,18,STROM,151.44,3430.91,47.88,0.3
Klaus,Walter,sarah.julia@example.com,79,STROM,37.84,2068.27,23.32,0.43
Katharina,Maier,andreas.maier@example.com,48,STROM,20.96,3781.75,38.76,0.33
Katharina,Maier,andreas.maier@example.com,48,GAS,187.3,1617.28,31.29,0.47
Katharina,Maier,andreas.maier@example.com,48,GAS,154.32,1324.22,8.58,0.26
Christine,Julia,,41,STROM,121.69,1598.36,11.72,0.27
Michael,Lisa,peter.klein@example.com,76,STROM,53.44,4413.9,21.97,0.22
Michael,Lisa,peter.klein@example.com,76,STROM,46.8,1392.69,7.96,0.3
Michael,Lisa,peter.klein@example.com,76,STROM,116.1,3393.83,21.18,0.38
Sarah,Schröder,schneider.hartmann@test.com,78,STROM,190.31,4358.64,39.76,0.48
Sarah,Schröder,schneider.hartmann@test.com,78,GAS,54.54,3278.29,17.21,0.35
Becker,Schröder,weber.krüger@example.com,44,GAS,162.82,1155.92,12.04,0.32
Becker,Schröder,weber.krüger@example.com,44,STROM,186.84,2933.3,18.75,0.38
Becker,Schröder,weber.krüger@example.com,44,STROM,102.43,1936.0,41.48,0.41
Wolfgang,Emma,thomas.walter@domain.com,25,GAS,96.52,4029.48,19.34,0.4
Wolfgang,Emma,thomas.walter@domain.com,25,GAS,60.31,3978.16,5.39,0.41
Daniel,Mia,schmidt.krüger@domain.com,22,GAS,68.47,1724.2,26.23,0.21
Christine,Neumann,schneider.zimmermann@test.com,30,STROM,97.9,3603.68,31.49,0.44
Christine,Neumann,schneider.zimmermann@test.com,30,STROM,60.22,3886.48,32.55,0.41
Christine,Neumann,schneider.zimmermann@test.com,30,STROM,94.79,1904.65,41.05,0.45
Schulz,Neumann,schmidt.marie@example.com,27,GAS,29.72,2494.55,31.25,0.32
Schulz,Neumann,schmidt.marie@example.com,27,GAS,77.87,1000.47,48.62,0.22
Müller,Walter,schmidt.schröder@domain.com,81,GAS,118.34,2159.45,18.2,0.23
Müller,Walter,schmidt.schröder@domain.com,81,GAS,39.39,4868.33,49.42,0.5
Schmidt,Maier,klaus.julia@test.com,74,GAS,155.81,3891.25,19.38,0.22
Katharina,Laura,christine.walter@domain.com,21,STROM,159.43,2075.21,7.09,0.23
Katharina,Laura,christine.walter@domain.com,21,STROM,179.33,4232.17,6.41,0.23
Wolfgang,Maier,schneider.neumann@example.com,83,STROM,199.44,2966.64,38.12,0.5
Wolfgang,Maier,schneider.neumann@example.com,83,STROM,195.45,4984.53,48.11,0.24
Wolfgang,Maier,schneider.neumann@example.com,83,GAS,88.15,3003.08,19.09,0.45
Wagner,Lenz,wolfgang.lena@test.com,87,STROM,101.87,3661.34,6.04,0.39
Wagner,Lenz,wolfgang.lena@test.com,87,GAS,149.63,1628.76,42.59,0.44
Meyer,Marie,michael.klein@example.com,28,GAS,159.34,3330.77,29.62,0.47
Meyer,Marie,michael.klein@example.com,28,GAS,145.12,1129.29,38.96,0.42
Meyer,Marie,michael.klein@example.com,28,STROM,31.42,2400.78,21.12,0.28
Weber,Lea,andreas.lenz@test.com,85,GAS,191.67,2610.17,13.35,0.4
Weber,Lea,andreas.lenz@test.com,85,STROM,157.18,4745.79,9.32,0.21
Weber,Lea,andreas.lenz@test.com,85,STROM,69.43,3892.91,36.11,0.3
Schmidt,Klein,,78,GAS,44.03,4164.21,28.4,0.22
Schmidt,Klein,,78,STROM,182.25,1438.54,30.82,0.28
Daniel,Emma,daniel.hartmann@test.com,30,GAS,137.57,4571.94,24.33,0.33
Daniel,Emma,daniel.hartmann@test.com,30,GAS,173.59,3927.63,42.66,0.36
Michael,Julia,sarah.klein@example.com,24,STROM,108.53,2245.14,17.96,0.46
Fischer,Emma,wagner.schröder@domain.com,81,GAS,161.66,4195.19,10.03,0.39
Fischer,Emma,wagner.schröder@domain.com,81,STROM,108.01,3359.15,49.58,0.29
Fischer,Emma,wagner.schröder@domain.com,81,GAS,161.37,3433.54,47.23,0.41
Katharina,Krüger,christine.mia@example.com,39,STROM,134.74,3137.29,21.71,0.4
Katharina,Krüger,christine.mia@example.com,39,GAS,60.77,4672.42,37.95,0.41
Weber,Neumann,,61,GAS,22.86,3265.79,33.26,0.22
Schulz,Emma,wolfgang.böhm@domain.com,33,GAS,55.85,1145.61,8.05,0.23
Schulz,Emma,wolfgang.böhm@domain.com,33,GAS,72.25,3312.36,35.75,0.44
Fischer,Sophie,wagner.neumann@example.com,53,STROM,156.97,4968.45,8.89,0.31
Fischer,Sophie,wagner.neumann@example.com,53,STROM,175.15,1781.67,28.58,0.28
Fischer,Sophie,wagner.neumann@example.com,53,STROM,186.65,2741.33,34.38,0.28
Müller,Krüger,,64,GAS,184.41,4036.84,10.03,0.37
Müller,Krüger,,64,STROM,132.66,3713.21,36.51,0.39
Thomas,Julia,katharina.zimmermann@domain.com,40,GAS,113.03,3637.01,13.52,0.37
Peter,Zimmermann,fischer.lenz@example.com,25,STROM,90.46,3854.34,45.59,0.5
Peter,Zimmermann,fischer.lenz@example.com,25,STROM,192.52,1487.96,13.39,0.39
Peter,Zimmermann,fischer.lenz@example.com,25,STROM,113.32,3590.38,9.25,0.48
Katharina,Maier,wagner.klein@example.com,78,GAS,52.23,1687.73,42.22,0.45
Katharina,Maier,wagner.klein@example.com,78,STROM,21.14,1344.31,32.47,0.38
Weber,Mia,becker.julia@example.com,32,GAS,78.35,4376.43,24.01,0.46
Weber,Mia,becker.julia@example.com,32,STROM,160.44,2128.25,10.83,0.42
Sarah,Maier,klaus.klein@domain.com,44,GAS,104.42,3962.57,36.98,0.36
Klaus,Mia,hoffmann.emma@domain.com,55,GAS,154.04,4593.99,11.16,0.24
Klaus,Mia,hoffmann.emma@domain.com,55,GAS,199.73,4509.24,29.55,0.44
Andreas,Mia,,58,STROM,36.34,1627.46,8.79,0.29
Schulz,Neumann,fischer.emma@test.com,33,GAS,20.81,3194.92,8.94,0.39
Schulz,Neumann,fischer.emma@test.com,33,GAS,106.88,2697.99,31.7,0.42
Peter,Mia,daniel.sophie@example.com,76,STROM,26.85,3761.54,30.83,0.28
Peter,Mia,daniel.sophie@example.com,76,GAS,89.24,2111.29,33.21,0.21
Peter,Mia,daniel.sophie@example.com,76,GAS,23.02,4355.81,13.67,0.25
Weber,Maier,,31,STROM,156.96,3924.95,41.46,0.24
Wagner,Klein,meyer.lisa@domain.com,75,STROM,191.61,1134.6,23.72,0.37
Müller,Schröder,,60,GAS,140.82,3952.59,28.03,0.24
Müller,Schröder,,60,STROM,75.31,2396.13,32.53,0.47
Wolfgang,Sophie,wolfgang.lena@example.com,87,GAS,45.13,3720.28,43.07,0.29
Andreas,Lena,klaus.lea@test.com,44,STROM,78.1,3688.49,47.47,0.42
Becker,Lena,michael.lea@test.com,85,GAS,115.01,4658.34,33.62,0.27
Becker,Lena,michael.lea@test.com,85,STROM,89.77,4153.14,43.37,0.31
Becker,Lena,michael.lea@test.com,85,GAS,125.24,1662.67,33.52,0.29
Katharina,Schröder,wagner.emma@test.com,45,GAS,108.87,2702.51,17.2,0.37
Katharina,Schröder,wagner.emma@test.com,45,STROM,139.44,3930.83,12.99,0.27
Wagner,Maier,daniel.lenz@test.com,36,STROM,148.48,3173.42,32.44,0.38
Wagner,Maier,daniel.lenz@test.com,36,STROM,184.23,4624.25,23.82,0.4
Wagner,Hartmann,müller.laura@example.com,68,STROM,156.61,2759.98,24.91,0.5
Wagner,Hartmann,müller.laura@example.com,68,STROM,194.25,1917.08,34.83,0.24
Wagner,Hartmann,müller.laura@example.com,68,GAS,28.02,3445.12,23.78,0.37
Christine,Böhm,becker.klein@example.com,78,STROM,157.92,1547.29,45.71,0.22
Christine,Böhm,becker.klein@example.com,78,GAS,56.49,2990.81,31.26,0.34
Müller,Julia,andreas.walter@test.com,41,GAS,74.87,2327.35,11.04,0.38
Müller,Julia,andreas.walter@test.com,41,GAS,88.04,2678.0,26.73,0.27
Müller,Julia,andreas.walter@test.com,41,GAS,151.22,4474.88,27.19,0.31
Peter,Schröder,fischer.mia@domain.com,24,STROM,160.56,3476.09,33.02,0.42
Peter,Schröder,fischer.mia@domain.com,24,STROM,64.97,1990.24,48.51,0.36
Peter,Schröder,fischer.mia@domain.com,24,GAS,171.8,3618.7,47.54,0.34
Christine,Maier,wolfgang.lea@domain.com,73,GAS,152.33,4802.28,23.48,0.22
Christine,Maier,wolfgang.lea@domain.com,73,GAS,117.04,2248.34,6.58,0.36
Christine,Maier,wolfgang.lea@domain.com,73,STROM,93.9,4817.47,49.72,0.47
Schulz,Zimmermann,katharina.lena@test.com,43,STROM,171.5,3795.37,49.44,0.43
Schulz,Zimmermann,katharina.lena@test.com,43,GAS,119.93,3269.13,11.28,0.36
Daniel,Klein,peter.sophie@domain.com,71,STROM,47.41,1251.32,13.95,0.46
Meyer,Sophie,wagner.hartmann@test.com,63,GAS,183.45,2681.02,6.49,0.47
Meyer,Sophie,wagner.hartmann@test.com,63,GAS,72.02,4300.49,29.79,0.34
Hoffmann,Mia,andreas.lenz@example.com,88,GAS,115.94,4469.18,44.86,0.35
Hoffmann,Mia,andreas.lenz@example.com,88,GAS,180.93,3989.96,10.07,0.24
Hoffmann,Mia,andreas.lenz@example.com,88,STROM,51.93,4425.35,29.11,0.22
Schneider,Krüger,wolfgang.krüger@example.com,87,GAS,77.6,1807.17,8.32,0.38
Schmidt,Zimmermann,christine.maier@domain.com,82,STROM,135.11,4645.5,47.12,0.23
Katharina,Emma,schmidt.anna@example.com,23,STROM,144.62,1627.06,33.28,0.29
Katharina,Emma,schmidt.anna@example.com,23,STROM,48.22,3573.0,8.98,0.43
Katharina,Emma,schmidt.anna@example.com,23,STROM,73.25,2366.48,16.21,0.3
Meyer,Lisa,christine.emma@example.com,72,GAS,98.12,2643.48,29.75,0.26
Meyer,Lisa,christine.emma@example.com,72,STROM,141.15,4589.04,35.05,0.24
Meyer,Lisa,christine.emma@example.com,72,STROM,30.58,4938.73,40.17,0.34
Peter,Julia,wagner.schröder@test.com,90,GAS,117.65,2576.01,38.38,0.26
Peter,Julia,wagner.schröder@test.com,90,STROM,195.74,1203.78,10.26,0.37
Peter,Julia,wagner.schröder@test.com,90,GAS,142.89,2910.45,42.53,0.26
Andreas,Lenz,schneider.lena@domain.com,33,GAS,54.13,3905.02,11.22,0.4
Andreas,Lenz,schneider.lena@domain.com,33,GAS,88.31,3352.11,48.87,0.26
Andreas,Lenz,schneider.lena@domain.com,33,STROM,170.63,4208.99,37.91,0.29
Becker,Böhm,sarah.walter@test.com,68,STROM,157.42,2495.19,19.59,0.24
Becker,Böhm,sarah.walter@test.com,68,GAS,39.83,2977.55,40.99,0.34
Becker,Böhm,sarah.walter@test.com,68,GAS,130.09,2190.83,16.56,0.26
Schulz,Hartmann,christine.walter@test.com,26,GAS,154.29,1659.61,47.9,0.24
Schulz,Hartmann,christine.walter@test.com,26,GAS,188.48,1648.78,43.76,0.2
Andreas,Lea,schulz.walter@example.com,35,GAS,158.54,4070.93,43.51,0.28
Andreas,Lea,schulz.walter@example.com,35,GAS,91.06,1821.27,20.57,0.43
Schulz,Hartmann,klaus.krüger@example.com,63,STROM,90.52,2185.27,18.34,0.27
Schulz,Hartmann,klaus.krüger@example.com,63,GAS,71.06,4353.96,36.03,0.24
Schmidt,Neumann,,71,GAS,40.5,2185.9,10.46,0.28
Schmidt,Neumann,,71,GAS,155.44,2681.18,13.78,0.47
Wagner,Maier,fischer.laura@example.com,58,GAS,99.14,4628.93,5.0,0.45
Wagner,Maier,fischer.laura@example.com,58,STROM,151.45,4904.6,46.63,0.47
Wagner,Maier,fischer.laura@example.com,58,STROM,128.96,3681.26,34.58,0.44
Peter,Anna,andreas.krüger@test.com,34,GAS,158.69,3297.02,13.76,0.23
Peter,Anna,andreas.krüger@test.com,34,STROM,64.05,2100.18,30.73,0.47
Peter,Anna,andreas.krüger@test.com,34,STROM,137.37,2963.24,34.95,0.49
Sarah,Maier,daniel.marie@example.com,22,GAS,112.01,2712.78,37.29,0.45
Sarah,Maier,daniel.marie@example.com,22,STROM,141.13,1599.62,22.15,0.34
Thomas,Schröder,andreas.klein@test.com,25,GAS,133.44,4917.62,18.62,0.47
Meyer,Sophie,christine.krüger@example.com,32,STROM,89.17,2418.26,18.43,0.44
Weber,Lea,michael.lisa@test.com,73,STROM,145.25,4599.09,17.97,0.26
Weber,Lea,michael.lisa@test.com,73,GAS,48.32,3880.94,22.61,0.37
Thomas,Lisa,christine.mia@domain.com,40,GAS,60.48,1479.65,12.01,0.21
Thomas,Lisa,christine.mia@domain.com,40,STROM,43.32,2562.01,41.06,0.29
Sarah,Walter,,76,GAS,184.75,3184.24,11.05,0.24
Sarah,Walter,,76,GAS,181.53,1048.01,14.36,0.25
Sarah,Walter,,76,GAS,67.28,1308.34,36.23,0.22
Wolfgang,Krüger,sarah.klein@domain.com,30,GAS,148.17,2048.72,27.16,0.29
Christine,Hartmann,katharina.lenz@example.com,51,GAS,99.9,1602.72,13.24,0.31
Andreas,Klein,becker.marie@example.com,83,GAS,179.88,2264.76,17.26,0.28
Andreas,Klein,becker.marie@example.com,83,GAS,101.99,3869.18,20.55,0.44
Andreas,Klein,becker.marie@example.com,83,GAS,71.65,3143.43,13.0,0.32
Meyer,Lisa,fischer.schröder@example.com,59,GAS,190.55,1201.58,30.87,0.45
Meyer,Lisa,fischer.schröder@example.com,59,STROM,70.87,3385.76,33.44,0.31
Wagner,Anna,sarah.böhm@test.com,68,STROM,161.75,1945.99,25.75,0.27
Wagner,Zimmermann,hoffmann.lenz@example.com,45,STROM,176.85,3679.04,22.21,0.42
Wagner,Zimmermann,hoffmann.lenz@example.com,45,GAS,28.24,3564.72,41.99,0.33
Wagner,Zimmermann,hoffmann.lenz@example.com,45,STROM,79.77,4759.19,42.32,0.47
Wolfgang,Krüger,becker.walter@domain.com,45,STROM,199.29,3387.5,23.45,0.21
Müller,Julia,christine.lisa@example.com,45,STROM,184.37,4443.42,24.06,0.24
Müller,Julia,christine.lisa@example.com,45,STROM,146.43,1806.15,21.3,0.22
Schneider,Emma,schmidt.böhm@example.com,69,GAS,190.52,2804.52,26.26,0.27
Klaus,Mia,peter.zimmermann@test.com,38,STROM,197.9,1940.92,38.86,0.31
Müller,Mia,fischer.schröder@example.com,55,GAS,78.59,3862.08,34.6,0.42
Müller,Mia,fischer.schröder@example.com,55,STROM,168.75,1463.59,6.81,0.44
Schneider,Mia,thomas.neumann@domain.com,38,STROM,54.06,3140.51,9.68,0.32
Wolfgang,Sophie,peter.klein@example.com,31,GAS,118.47,2805.52,15.42,0.32
Andreas,Zimmermann,michael.böhm@domain.com,81,GAS,40.72,1991.83,35.15,0.25
Andreas,Zimmermann,michael.böhm@domain.com,81,GAS,172.8,4393.13,49.2,0.32
Andreas,Zimmermann,michael.böhm@domain.com,81,STROM,79.3,3112.49,48.25,0.44
Schulz,Maier,wagner.mia@domain.com,23,STROM,100.81,4206.92,14.91,0.46
Andreas,Laura,,69,STROM,141.83,3525.54,20.89,0.22
Andreas,Laura,,69,GAS,106.71,2633.6,22.2,0.46
Andreas,Laura,,69,GAS,131.71,2426.11,30.75,0.4
Wolfgang,Böhm,wolfgang.zimmermann@example.com,89,STROM,174.58,4291.14,44.71,0.22
Wolfgang,Böhm,wolfgang.zimmermann@example.com,89,GAS,125.96,3847.61,49.47,0.26
Wolfgang,Böhm,wolfgang.zimmermann@example.com,89,STROM,31.3,1694.4,33.72,0.47
Katharina,Schröder,schmidt.sophie@domain.com,76,STROM,192.71,4507.35,42.79,0.3
Katharina,Schröder,schmidt.sophie@domain.com,76,GAS,43.24,2024.4,36.8,0.21
Katharina,Schröder,schmidt.sophie@domain.com,76,STROM,154.53,3810.09,33.92,0.26
Daniel,Anna,,69,GAS,115.5,3600.39,16.63,0.3
Daniel,Anna,,69,GAS,32.39,1706.23,13.45,0.35
Klaus,Laura,katharina.anna@domain.com,39,STROM,104.21,1582.15,33.39,0.49
Christine,Lea,peter.krüger@test.com,81,GAS,21.58,4903.27,23.56,0.33
Christine,Lea,peter.krüger@test.com,81,STROM,34.44,2713.59,46.33,0.28
Christine,Lea,peter.krüger@test.com,81,GAS,97.93,3609.8,31.63,0.26
Hoffmann,Emma,daniel.marie@domain.com,68,GAS,47.96,1058.89,45.87,0.47
Hoffmann,Emma,daniel.marie@domain.com,68,GAS,78.98,4462.38,38.66,0.39
Hoffmann,Emma,daniel.marie@domain.com,68,STROM,171.69,4122.21,36.89,0.35
Müller,Julia,klaus.neumann@domain.com,52,GAS,185.27,4552.11,38.49,0.24
Müller,Julia,klaus.neumann@domain.com,52,GAS,75.07,4559.8,33.39,0.25
Müller,Julia,klaus.neumann@domain.com,52,STROM,158.53,4787.51,35.43,0.41
Meyer,Emma,wagner.sophie@test.com,76,STROM,58.05,2604.46,18.3,0.38
Meyer,Emma,wagner.sophie@test.com,76,GAS,142.03,4214.85,32.35,0.2
Meyer,Emma,wagner.sophie@test.com,76,GAS,143.24,2416.31,19.77,0.29
Müller,Böhm,hoffmann.lena@test.com,47,GAS,190.8,1048.42,31.78,0.37
Thomas,Lenz,wolfgang.klein@test.com,61,STROM,197.23,3364.25,39.11,0.24
Thomas,Lenz,wolfgang.klein@test.com,61,STROM,112.2,2941.04,47.21,0.44
Thomas,Lenz,wolfgang.klein@test.com,61,STROM,33.96,1615.38,41.63,0.26
Schneider,Maier,andreas.mia@domain.com,41,GAS,93.93,2688.66,29.64,0.39
Schneider,Maier,andreas.mia@domain.com,41,STROM,102.63,2652.03,8.15,0.27
Schulz,Emma,wagner.maier@domain.com,88,STROM,133.39,3987.16,35.44,0.38
Schulz,Emma,wagner.maier@domain.com,88,GAS,80.43,2046.6,23.42,0.41
Schulz,Emma,wagner.maier@domain.com,88,GAS,40.45,4221.95,9.32,0.49
Meyer,Krüger,hoffmann.mia@test.com,24,GAS,140.99,3571.98,18.12,0.3
Meyer,Krüger,hoffmann.mia@test.com,24,GAS,182.29,4439.7,29.68,0.45
Wolfgang,Lisa,sarah.sophie@domain.com,57,STROM,111.63,4523.32,27.96,0.27
Michael,Laura,weber.walter@test.com,52,GAS,32.42,2101.74,19.79,0.29
Fischer,Lena,fischer.marie@example.com,26,STROM,96.46,2781.33,40.58,0.32
Fischer,Lena,fischer.marie@example.com,26,GAS,145.05,1300.97,47.17,0.5
Katharina,Lisa,peter.mia@example.com,20,STROM,149.74,1418.8,19.44,0.37
Sarah,Anna,andreas.böhm@example.com,19,GAS,64.47,1495.89,5.12,0.48
Sarah,Anna,andreas.böhm@example.com,19,STROM,65.7,2523.11,32.67,0.35
Sarah,Anna,andreas.böhm@example.com,19,GAS,145.01,4022.65,49.93,0.26
Michael,Böhm,schneider.zimmermann@domain.com,25,GAS,192.97,1113.31,48.66,0.45
Sarah,Hartmann,katharina.lenz@example.com,19,GAS,56.86,1055.89,40.92,0.33
Schmidt,Schröder,fischer.mia@example.com,54,STROM,97.31,3389.21,39.18,0.3
Schmidt,Walter,peter.hartmann@domain.com,21,GAS,165.76,2132.65,47.89,0.44
Schmidt,Walter,peter.hartmann@domain.com,21,STROM,98.34,4842.66,30.61,0.46
Schmidt,Walter,peter.hartmann@domain.com,21,STROM,115.2,3243.36,18.84,0.35
Schulz,Schröder,wolfgang.schröder@domain.com,35,STROM,195.6,1625.3,10.09,0.22
Schulz,Schröder,wolfgang.schröder@domain.com,35,GAS,135.7,3753.59,22.48,0.44
Peter,Zimmermann,christine.maier@example.com,78,STROM,163.14,4506.91,39.92,0.25
Peter,Lenz,michael.lea@test.com,59,STROM,186.93,4341.66,11.32,0.39
Michael,Laura,wagner.krüger@domain.com,67,STROM,115.72,4539.59,30.77,0.22
Michael,Laura,wagner.krüger@domain.com,67,GAS,41.24,2553.99,37.59,0.22
Müller,Neumann,hoffmann.mia@example.com,28,GAS,196.2,2365.92,38.64,0.33
Müller,Laura,sarah.julia@domain.com,72,GAS,58.4,2315.02,42.8,0.5
Müller,Laura,sarah.julia@domain.com,72,GAS,68.58,3380.06,47.97,0.3
Sarah,Marie,weber.anna@test.com,43,GAS,101.56,2452.05,17.35,0.39
Sarah,Marie,weber.anna@test.com,43,STROM,134.78,1224.82,24.82,0.38
Wolfgang,Krüger,katharina.marie@domain.com,42,GAS,57.9,2751.85,24.98,0.47
Wolfgang,Krüger,katharina.marie@domain.com,42,GAS,37.4,3569.27,20.3,0.46
Wolfgang,Krüger,katharina.marie@domain.com,42,STROM,65.16,4342.64,12.64,0.33
Wolfgang,Sophie,,77,STROM,30.57,4933.8,28.86,0.3
Wolfgang,Sophie,,77,STROM,68.03,4556.49,19.85,0.39
Wolfgang,Sophie,,77,GAS,185.53,2590.8,43.06,0.34
Meyer,Neumann,schneider.schröder@test.com,80,GAS,91.07,1915.56,28.0,0.42
Meyer,Neumann,schneider.schröder@test.com,80,GAS,81.19,2169.03,47.79,0.27
Meyer,Neumann,schneider.schröder@test.com,80,GAS,125.51,4733.98,44.24,0.28
Fischer,Marie,weber.laura@example.com,27,GAS,176.92,4746.99,40.42,0.23
Wagner,Lena,schneider.walter@test.com,28,GAS,141.38,2195.22,26.32,0.35
Wagner,Lena,schneider.walter@test.com,28,STROM,79.06,4980.19,20.77,0.4
Wagner,Lena,schneider.walter@test.com,28,STROM,33.88,3278.47,19.61,0.22
Sarah,Emma,schulz.walter@test.com,80,GAS,40.02,3304.33,21.44,0.41
Sarah,Emma,schulz.walter@test.com,80,GAS,133.97,3913.46,11.9,0.41
Fischer,Mia,schneider.böhm@test.com,80,STROM,154.54,3328.8,32.59,0.43
Daniel,Hartmann,weber.laura@example.com,60,GAS,118.49,2496.52,34.96,0.24
Fischer,Hartmann,becker.hartmann@test.com,53,STROM,64.14,3733.81,35.84,0.38
Wagner,Lena,becker.marie@example.com,71,STROM,39.94,2716.11,15.88,0.34
Wagner,Lena,becker.marie@example.com,71,GAS,90.31,2768.06,7.93,0.28
